Analysis Id,Sample Id,Sample#,Type,Fixed?,Latitude,Longitude,Distance(miles),Bearing,Direction,Collection Date,Source,Description,Weight,Weight Unit,Depth,Surface Area(cm2),Shape,Uncertainty%,MDA,Method Code,Moisture%,Nuclide,Result,Unit
271455,18011,DOD-W1100463,Soil,No,35.31,139.6,166.0530642,209.0765843,SSW,3/15/2011 8:00,DOD,"Description: US Navy, W1100463, Ikego (LAT. 35.31N, LONG. 139.60E), Elem School soil sample;",,,,,,,,,,Cs-134,2.96E-07,uCi/g
271457,18013,DOD-W1100462,Soil,No,0,0,8859.958479,306.9169452,NW,3/15/2011 8:00,DOD,"Description: US Navy, W1100462, Negishi (LAT. 35.42N, LONG. 139.64E), Elem School soil sample;",,,,,,,,,,Cs-134,5.02E-07,uCi/g
271513,18009,DOD-W1100461,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/15/2011 8:00,DOD,"Description: US Navy, W1100461, Yokosuka (LAT. 35.29N, LONG. 139.67E), Shallow soil sample behind #22 3rd Ave Yokosuka;",,,,,,,,,,Cs-136,0,uCi/g
271515,18011,DOD-W1100463,Soil,No,35.31,139.6,166.0530642,209.0765843,SSW,3/15/2011 8:00,DOD,"Description: US Navy, W1100463, Ikego (LAT. 35.31N, LONG. 139.60E), Elem School soil sample;",,,,,,,,,,Cs-136,0,uCi/g
271517,18013,DOD-W1100462,Soil,No,0,0,8859.958479,306.9169452,NW,3/15/2011 8:00,DOD,"Description: US Navy, W1100462, Negishi (LAT. 35.42N, LONG. 139.64E), Elem School soil sample;",,,,,,,,,,Cs-136,0,uCi/g
271573,18009,DOD-W1100461,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/15/2011 8:00,DOD,"Description: US Navy, W1100461, Yokosuka (LAT. 35.29N, LONG. 139.67E), Shallow soil sample behind #22 3rd Ave Yokosuka;",,,,,,,,,,Cs-137,0,uCi/g
271575,18011,DOD-W1100463,Soil,No,35.31,139.6,166.0530642,209.0765843,SSW,3/15/2011 8:00,DOD,"Description: US Navy, W1100463, Ikego (LAT. 35.31N, LONG. 139.60E), Elem School soil sample;",,,,,,,,,,Cs-137,0,uCi/g
271577,18013,DOD-W1100462,Soil,No,0,0,8859.958479,306.9169452,NW,3/15/2011 8:00,DOD,"Description: US Navy, W1100462, Negishi (LAT. 35.42N, LONG. 139.64E), Elem School soil sample;",,,,,,,,,,Cs-137,4.24E-07,uCi/g
271633,18009,DOD-W1100461,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/15/2011 8:00,DOD,"Description: US Navy, W1100461, Yokosuka (LAT. 35.29N, LONG. 139.67E), Shallow soil sample behind #22 3rd Ave Yokosuka;",,,,,,,,,,Te-129m,0,uCi/g
271635,18011,DOD-W1100463,Soil,No,35.31,139.6,166.0530642,209.0765843,SSW,3/15/2011 8:00,DOD,"Description: US Navy, W1100463, Ikego (LAT. 35.31N, LONG. 139.60E), Elem School soil sample;",,,,,,,,,,Te-129m,0,uCi/g
271637,18013,DOD-W1100462,Soil,No,0,0,8859.958479,306.9169452,NW,3/15/2011 8:00,DOD,"Description: US Navy, W1100462, Negishi (LAT. 35.42N, LONG. 139.64E), Elem School soil sample;",,,,,,,,,,Te-129m,0,uCi/g
271693,18009,DOD-W1100461,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/15/2011 8:00,DOD,"Description: US Navy, W1100461, Yokosuka (LAT. 35.29N, LONG. 139.67E), Shallow soil sample behind #22 3rd Ave Yokosuka;",,,,,,,,,,La-140,0,uCi/g
271695,18011,DOD-W1100463,Soil,No,35.31,139.6,166.0530642,209.0765843,SSW,3/15/2011 8:00,DOD,"Description: US Navy, W1100463, Ikego (LAT. 35.31N, LONG. 139.60E), Elem School soil sample;",,,,,,,,,,La-140,0,uCi/g
271697,18013,DOD-W1100462,Soil,No,0,0,8859.958479,306.9169452,NW,3/15/2011 8:00,DOD,"Description: US Navy, W1100462, Negishi (LAT. 35.42N, LONG. 139.64E), Elem School soil sample;",,,,,,,,,,La-140,0,uCi/g
271753,18009,DOD-W1100461,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/15/2011 8:00,DOD,"Description: US Navy, W1100461, Yokosuka (LAT. 35.29N, LONG. 139.67E), Shallow soil sample behind #22 3rd Ave Yokosuka;",,,,,,,,,,Te-129,0,uCi/g
271755,18011,DOD-W1100463,Soil,No,35.31,139.6,166.0530642,209.0765843,SSW,3/15/2011 8:00,DOD,"Description: US Navy, W1100463, Ikego (LAT. 35.31N, LONG. 139.60E), Elem School soil sample;",,,,,,,,,,Te-129,0,uCi/g
271757,18013,DOD-W1100462,Soil,No,0,0,8859.958479,306.9169452,NW,3/15/2011 8:00,DOD,"Description: US Navy, W1100462, Negishi (LAT. 35.42N, LONG. 139.64E), Elem School soil sample;",,,,,,,,,,Te-129,0,uCi/g
271813,18009,DOD-W1100461,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/15/2011 8:00,DOD,"Description: US Navy, W1100461, Yokosuka (LAT. 35.29N, LONG. 139.67E), Shallow soil sample behind #22 3rd Ave Yokosuka;",,,,,,,,,,Nb-95,0,uCi/g
271815,18011,DOD-W1100463,Soil,No,35.31,139.6,166.0530642,209.0765843,SSW,3/15/2011 8:00,DOD,"Description: US Navy, W1100463, Ikego (LAT. 35.31N, LONG. 139.60E), Elem School soil sample;",,,,,,,,,,Nb-95,0,uCi/g
271817,18013,DOD-W1100462,Soil,No,0,0,8859.958479,306.9169452,NW,3/15/2011 8:00,DOD,"Description: US Navy, W1100462, Negishi (LAT. 35.42N, LONG. 139.64E), Elem School soil sample;",,,,,,,,,,Nb-95,0,uCi/g
230041,7151,SCF-08992,Soil,No,37.804347,140.454115,41.28447419,310.0665758,NW,3/20/2011 17:30,DOE,Field Team: I cm   Soil Taken at on Ramp Area  Sample Time 3/20/2011 @ 17:30 hrs  See SCF-20165 for AFRAT Analysis Results  Sample weight with no packaging from LANL.  Collection date changed to match SCF form; Description: Yard at Tool Booth Exit  ;,122.469,grams,,,,7.72E-07,8.62E-06,Gamma Spectroscopy,,Ag-110m,2.18E-06,uCi/g
230043,7151,SCF-08992,Soil,No,37.804347,140.454115,41.28447419,310.0665758,NW,3/20/2011 17:30,DOE,Field Team: I cm   Soil Taken at on Ramp Area  Sample Time 3/20/2011 @ 17:30 hrs  See SCF-20165 for AFRAT Analysis Results  Sample weight with no packaging from LANL.  Collection date changed to match SCF form; Description: Yard at Tool Booth Exit  ;,122.469,grams,,,,4.35E-06,2.76E-07,Gamma Spectroscopy,,Ba-140,2.07E-05,uCi/g
230045,7151,SCF-08992,Soil,No,37.804347,140.454115,41.28447419,310.0665758,NW,3/20/2011 17:30,DOE,Field Team: I cm   Soil Taken at on Ramp Area  Sample Time 3/20/2011 @ 17:30 hrs  See SCF-20165 for AFRAT Analysis Results  Sample weight with no packaging from LANL.  Collection date changed to match SCF form; Description: Yard at Tool Booth Exit  ;,122.469,grams,,,,0,4.53E-06,Gamma Spectroscopy,,Ce-144,0,uCi/g
230047,7151,SCF-08992,Soil,No,37.804347,140.454115,41.28447419,310.0665758,NW,3/20/2011 17:30,DOE,Field Team: I cm   Soil Taken at on Ramp Area  Sample Time 3/20/2011 @ 17:30 hrs  See SCF-20165 for AFRAT Analysis Results  Sample weight with no packaging from LANL.  Collection date changed to match SCF form; Description: Yard at Tool Booth Exit  ;,122.469,grams,,,,0.0001404,5.37E-07,Gamma Spectroscopy,,Cs-134,0.000702,uCi/g
230049,7151,SCF-08992,Soil,No,37.804347,140.454115,41.28447419,310.0665758,NW,3/20/2011 17:30,DOE,Field Team: I cm   Soil Taken at on Ramp Area  Sample Time 3/20/2011 @ 17:30 hrs  See SCF-20165 for AFRAT Analysis Results  Sample weight with no packaging from LANL.  Collection date changed to match SCF form; Description: Yard at Tool Booth Exit  ;,122.469,grams,,,,2.39E-05,6.97E-07,Gamma Spectroscopy,,Cs-136,0.0001183,uCi/g
230051,7151,SCF-08992,Soil,No,37.804347,140.454115,41.28447419,310.0665758,NW,3/20/2011 17:30,DOE,Field Team: I cm   Soil Taken at on Ramp Area  Sample Time 3/20/2011 @ 17:30 hrs  See SCF-20165 for AFRAT Analysis Results  Sample weight with no packaging from LANL.  Collection date changed to match SCF form; Description: Yard at Tool Booth Exit  ;,122.469,grams,,,,0.00014126,6.97E-07,Gamma Spectroscopy,,Cs-137,0.0007063,uCi/g
230053,7151,SCF-08992,Soil,No,37.804347,140.454115,41.28447419,310.0665758,NW,3/20/2011 17:30,DOE,Field Team: I cm   Soil Taken at on Ramp Area  Sample Time 3/20/2011 @ 17:30 hrs  See SCF-20165 for AFRAT Analysis Results  Sample weight with no packaging from LANL.  Collection date changed to match SCF form; Description: Yard at Tool Booth Exit  ;,122.469,grams,,,,0.000351,2.29E-06,Gamma Spectroscopy,,I-131,0.001755,uCi/g
230055,7151,SCF-08992,Soil,No,37.804347,140.454115,41.28447419,310.0665758,NW,3/20/2011 17:30,DOE,Field Team: I cm   Soil Taken at on Ramp Area  Sample Time 3/20/2011 @ 17:30 hrs  See SCF-20165 for AFRAT Analysis Results  Sample weight with no packaging from LANL.  Collection date changed to match SCF form; Description: Yard at Tool Booth Exit  ;,122.469,grams,,,,0.00036865,7.01E-06,Gamma Spectroscopy,,I-132,0.001825,uCi/g
230057,7151,SCF-08992,Soil,No,37.804347,140.454115,41.28447419,310.0665758,NW,3/20/2011 17:30,DOE,Field Team: I cm   Soil Taken at on Ramp Area  Sample Time 3/20/2011 @ 17:30 hrs  See SCF-20165 for AFRAT Analysis Results  Sample weight with no packaging from LANL.  Collection date changed to match SCF form; Description: Yard at Tool Booth Exit  ;,122.469,grams,,,,1.06E-05,0,Gamma Spectroscopy,,Mo-99,2.09E-05,uCi/g
230059,7151,SCF-08992,Soil,No,37.804347,140.454115,41.28447419,310.0665758,NW,3/20/2011 17:30,DOE,Field Team: I cm   Soil Taken at on Ramp Area  Sample Time 3/20/2011 @ 17:30 hrs  See SCF-20165 for AFRAT Analysis Results  Sample weight with no packaging from LANL.  Collection date changed to match SCF form; Description: Yard at Tool Booth Exit  ;,122.469,grams,,,,8.32E-07,0,Gamma Spectroscopy,,Nb-95,2.44E-06,uCi/g
230061,7151,SCF-08992,Soil,No,37.804347,140.454115,41.28447419,310.0665758,NW,3/20/2011 17:30,DOE,Field Team: I cm   Soil Taken at on Ramp Area  Sample Time 3/20/2011 @ 17:30 hrs  See SCF-20165 for AFRAT Analysis Results  Sample weight with no packaging from LANL.  Collection date changed to match SCF form; Description: Yard at Tool Booth Exit  ;,122.469,grams,,,,0,4.59E-05,Gamma Spectroscopy,,Np-239,0,uCi/g
230063,7151,SCF-08992,Soil,No,37.804347,140.454115,41.28447419,310.0665758,NW,3/20/2011 17:30,DOE,Field Team: I cm   Soil Taken at on Ramp Area  Sample Time 3/20/2011 @ 17:30 hrs  See SCF-20165 for AFRAT Analysis Results  Sample weight with no packaging from LANL.  Collection date changed to match SCF form; Description: Yard at Tool Booth Exit  ;,122.469,grams,,,,0,0.004286,Gamma Spectroscopy,,Sr-89,0,uCi/g
230065,7151,SCF-08992,Soil,No,37.804347,140.454115,41.28447419,310.0665758,NW,3/20/2011 17:30,DOE,Field Team: I cm   Soil Taken at on Ramp Area  Sample Time 3/20/2011 @ 17:30 hrs  See SCF-20165 for AFRAT Analysis Results  Sample weight with no packaging from LANL.  Collection date changed to match SCF form; Description: Yard at Tool Booth Exit  ;,122.469,grams,,,,7.93E-05,1.16E-05,Gamma Spectroscopy,,Te-129m,0.0003848,uCi/g
230067,7151,SCF-08992,Soil,No,37.804347,140.454115,41.28447419,310.0665758,NW,3/20/2011 17:30,DOE,Field Team: I cm   Soil Taken at on Ramp Area  Sample Time 3/20/2011 @ 17:30 hrs  See SCF-20165 for AFRAT Analysis Results  Sample weight with no packaging from LANL.  Collection date changed to match SCF form; Description: Yard at Tool Booth Exit  ;,122.469,grams,,,,0.00036865,7.01E-06,Gamma Spectroscopy,,Te-132,0.001825,uCi/g
230069,7151,SCF-08992,Soil,No,37.804347,140.454115,41.28447419,310.0665758,NW,3/20/2011 17:30,DOE,Field Team: I cm   Soil Taken at on Ramp Area  Sample Time 3/20/2011 @ 17:30 hrs  See SCF-20165 for AFRAT Analysis Results  Sample weight with no packaging from LANL.  Collection date changed to match SCF form; Description: Yard at Tool Booth Exit  ;,122.469,grams,,,,0,9.24E-07,Gamma Spectroscopy,,Zr-95,0,uCi/g
230157,7151,SCF-08992,Soil,No,37.804347,140.454115,41.28447419,310.0665758,NW,3/20/2011 17:30,DOE,Field Team: I cm   Soil Taken at on Ramp Area  Sample Time 3/20/2011 @ 17:30 hrs  See SCF-20165 for AFRAT Analysis Results  Sample weight with no packaging from LANL.  Collection date changed to match SCF form; Description: Yard at Tool Booth Exit  ;,122.469,grams,,,,1.83E-06,1.49E-06,GP Counting,,Sr-90,-6.13E-07,uCi/g
230159,7151,SCF-08992,Soil,No,37.804347,140.454115,41.28447419,310.0665758,NW,3/20/2011 17:30,DOE,Field Team: I cm   Soil Taken at on Ramp Area  Sample Time 3/20/2011 @ 17:30 hrs  See SCF-20165 for AFRAT Analysis Results  Sample weight with no packaging from LANL.  Collection date changed to match SCF form; Description: Yard at Tool Booth Exit  ;,122.469,grams,,,,1.15E-06,1.49E-06,GP Counting,,Sr-Total,6.26E-06,uCi/g
230161,7151,SCF-08992,Soil,No,37.804347,140.454115,41.28447419,310.0665758,NW,3/20/2011 17:30,DOE,Field Team: I cm   Soil Taken at on Ramp Area  Sample Time 3/20/2011 @ 17:30 hrs  See SCF-20165 for AFRAT Analysis Results  Sample weight with no packaging from LANL.  Collection date changed to match SCF form; Description: Yard at Tool Booth Exit  ;,122.469,grams,,,,1.83E-06,1.49E-06,GP Counting,,Sr-89,9.19E-06,uCi/g
271159,18015,DOD-RAW00037,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/25/2011 12:26,DOD,"Description: US Navy, RAW00037, Yokosuka (LAT. 35.29N, LONG. 139.67E), Soil Sample;",,,,,,,,,,Mo-99,9.62E-08,uCi/g
271219,18015,DOD-RAW00037,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/25/2011 12:26,DOD,"Description: US Navy, RAW00037, Yokosuka (LAT. 35.29N, LONG. 139.67E), Soil Sample;",,,,,,,,,,Tc-99m,1.07E-07,uCi/g
271279,18015,DOD-RAW00037,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/25/2011 12:26,DOD,"Description: US Navy, RAW00037, Yokosuka (LAT. 35.29N, LONG. 139.67E), Soil Sample;",,,,,,,,,,I-131,2.71E-05,uCi/g
271339,18015,DOD-RAW00037,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/25/2011 12:26,DOD,"Description: US Navy, RAW00037, Yokosuka (LAT. 35.29N, LONG. 139.67E), Soil Sample;",,,,,,,,,,I-132,2.33E-06,uCi/g
271399,18015,DOD-RAW00037,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/25/2011 12:26,DOD,"Description: US Navy, RAW00037, Yokosuka (LAT. 35.29N, LONG. 139.67E), Soil Sample;",,,,,,,,,,Te-132,2.75E-06,uCi/g
271459,18015,DOD-RAW00037,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/25/2011 12:26,DOD,"Description: US Navy, RAW00037, Yokosuka (LAT. 35.29N, LONG. 139.67E), Soil Sample;",,,,,,,,,,Cs-134,4.04E-06,uCi/g
271519,18015,DOD-RAW00037,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/25/2011 12:26,DOD,"Description: US Navy, RAW00037, Yokosuka (LAT. 35.29N, LONG. 139.67E), Soil Sample;",,,,,,,,,,Cs-136,5.35E-07,uCi/g
271579,18015,DOD-RAW00037,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/25/2011 12:26,DOD,"Description: US Navy, RAW00037, Yokosuka (LAT. 35.29N, LONG. 139.67E), Soil Sample;",,,,,,,,,,Cs-137,4.56E-06,uCi/g
271639,18015,DOD-RAW00037,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/25/2011 12:26,DOD,"Description: US Navy, RAW00037, Yokosuka (LAT. 35.29N, LONG. 139.67E), Soil Sample;",,,,,,,,,,Te-129m,3.31E-06,uCi/g
271699,18015,DOD-RAW00037,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/25/2011 12:26,DOD,"Description: US Navy, RAW00037, Yokosuka (LAT. 35.29N, LONG. 139.67E), Soil Sample;",,,,,,,,,,La-140,3.14E-08,uCi/g
271759,18015,DOD-RAW00037,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/25/2011 12:26,DOD,"Description: US Navy, RAW00037, Yokosuka (LAT. 35.29N, LONG. 139.67E), Soil Sample;",,,,,,,,,,Te-129,0,uCi/g
271819,18015,DOD-RAW00037,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/25/2011 12:26,DOD,"Description: US Navy, RAW00037, Yokosuka (LAT. 35.29N, LONG. 139.67E), Soil Sample;",,,,,,,,,,Nb-95,0,uCi/g
271161,18017,DOD-RAW00038,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/25/2011 12:37,DOD,"Description: US Navy, RAW00038, Yokosuka (LAT. 35.29N, LONG. 139.67E), Storm Drain Sludge Sample;",,,,,,,,,,Mo-99,2.93E-07,uCi/g
271221,18017,DOD-RAW00038,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/25/2011 12:37,DOD,"Description: US Navy, RAW00038, Yokosuka (LAT. 35.29N, LONG. 139.67E), Storm Drain Sludge Sample;",,,,,,,,,,Tc-99m,0.0326,uCi/g
271281,18017,DOD-RAW00038,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/25/2011 12:37,DOD,"Description: US Navy, RAW00038, Yokosuka (LAT. 35.29N, LONG. 139.67E), Storm Drain Sludge Sample;",,,,,,,,,,I-131,0.000135,uCi/g
271341,18017,DOD-RAW00038,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/25/2011 12:37,DOD,"Description: US Navy, RAW00038, Yokosuka (LAT. 35.29N, LONG. 139.67E), Storm Drain Sludge Sample;",,,,,,,,,,I-132,4.64E-06,uCi/g
271401,18017,DOD-RAW00038,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/25/2011 12:37,DOD,"Description: US Navy, RAW00038, Yokosuka (LAT. 35.29N, LONG. 139.67E), Storm Drain Sludge Sample;",,,,,,,,,,Te-132,5.07E-06,uCi/g
271461,18017,DOD-RAW00038,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/25/2011 12:37,DOD,"Description: US Navy, RAW00038, Yokosuka (LAT. 35.29N, LONG. 139.67E), Storm Drain Sludge Sample;",,,,,,,,,,Cs-134,8.97E-06,uCi/g
271521,18017,DOD-RAW00038,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/25/2011 12:37,DOD,"Description: US Navy, RAW00038, Yokosuka (LAT. 35.29N, LONG. 139.67E), Storm Drain Sludge Sample;",,,,,,,,,,Cs-136,1.06E-06,uCi/g
271581,18017,DOD-RAW00038,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/25/2011 12:37,DOD,"Description: US Navy, RAW00038, Yokosuka (LAT. 35.29N, LONG. 139.67E), Storm Drain Sludge Sample;",,,,,,,,,,Cs-137,9.70E-06,uCi/g
271641,18017,DOD-RAW00038,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/25/2011 12:37,DOD,"Description: US Navy, RAW00038, Yokosuka (LAT. 35.29N, LONG. 139.67E), Storm Drain Sludge Sample;",,,,,,,,,,Te-129m,5.46E-06,uCi/g
271701,18017,DOD-RAW00038,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/25/2011 12:37,DOD,"Description: US Navy, RAW00038, Yokosuka (LAT. 35.29N, LONG. 139.67E), Storm Drain Sludge Sample;",,,,,,,,,,La-140,1.22E-08,uCi/g
271761,18017,DOD-RAW00038,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/25/2011 12:37,DOD,"Description: US Navy, RAW00038, Yokosuka (LAT. 35.29N, LONG. 139.67E), Storm Drain Sludge Sample;",,,,,,,,,,Te-129,0,uCi/g
271821,18017,DOD-RAW00038,Soil,Yes,35.29,139.67,165.4393908,207.6469175,SSW,3/25/2011 12:37,DOD,"Description: US Navy, RAW00038, Yokosuka (LAT. 35.29N, LONG. 139.67E), Storm Drain Sludge Sample;",,,,,,,,,,Nb-95,0,uCi/g
271163,18019,DOD-RAW00045,Soil,No,37.25,141,11.95408564,188.5838626,S,3/26/2011 8:00,DOD,"Description: US Navy, RAW00045, J-Village (LAT. 37.25N, LONG. 141.00E), Soil sample;",,,,,,,,,,Mo-99,0,uCi/g
271165,18021,DOD-RAW00047,Soil,No,37.25,141,11.95408564,188.5838626,S,3/26/2011 8:00,DOD,"Description: US Navy, RAW00047, J-Village (LAT. 37.25N, LONG. 141.00E), Soil sample #2;",,,,,,,,,,Mo-99,7.22E-07,uCi/g
271167,18023,DOD-RAW00048,Soil,No,37.25,141,11.95408564,188.5838626,S,3/26/2011 8:00,DOD,"Description: US Navy, RAW00048, J-Village (LAT. 37.25N, LONG. 141.00E), Moss sample;",,,,,,,,,,Mo-99,2.41E-06,uCi/g
271169,18025,DOD-RAW00049,Soil,No,37.25,141,11.95408564,188.5838626,S,3/26/2011 8:00,DOD,"Description: US Navy, RAW00049, J-Village (LAT. 37.25N, LONG. 141.00E), Grass sample 1;",,,,,,,,,,Mo-99,0,uCi/g
271171,18027,DOD-RAW00050,Soil,No,37.25,141,11.95408564,188.5838626,S,3/26/2011 8:00,DOD,"Description: US Navy, RAW00050, J-Village (LAT. 37.25N, LONG. 141.00E), Grass sample 2;",,,,,,,,,,Mo-99,2.26E-05,uCi/g
271223,18019,DOD-RAW00045,Soil,No,37.25,141,11.95408564,188.5838626,S,3/26/2011 8:00,DOD,"Description: US Navy, RAW00045, J-Village (LAT. 37.25N, LONG. 141.00E), Soil sample;",,,,,,,,,,Tc-99m,0,uCi/g
271225,18021,DOD-RAW00047,Soil,No,37.25,141,11.95408564,188.5838626,S,3/26/2011 8:00,DOD,"Description: US Navy, RAW00047, J-Village (LAT. 37.25N, LONG. 141.00E), Soil sample #2;",,,,,,,,,,Tc-99m,7.22E-07,uCi/g
271227,18023,DOD-RAW00048,Soil,No,37.25,141,11.95408564,188.5838626,S,3/26/2011 8:00,DOD,"Description: US Navy, RAW00048, J-Village (LAT. 37.25N, LONG. 141.00E), Moss sample;",,,,,,,,,,Tc-99m,2.41E-06,uCi/g
271229,18025,DOD-RAW00049,Soil,No,37.25,141,11.95408564,188.5838626,S,3/26/2011 8:00,DOD,"Description: US Navy, RAW00049, J-Village (LAT. 37.25N, LONG. 141.00E), Grass sample 1;",,,,,,,,,,Tc-99m,0,uCi/g
