x,y,z,QCLOUD,QGRAUP,QICE,QRAIN,QSNOW,QVAPOR,CLOUD,PRECIP,P,TC,U,V,W,Velocity
405,0,0,0,0,0,0,0,0.018279,0,0,1126.110474,26.164995,-4.788648,-4.975202,0.005752,6.905347
420,0,0,0,0,0,0,0,0.018325,0,0,1053.071045,26.686636,-3.867115,-4.925307,-0.000759,6.262047
435,0,0,0,0,0,0,0,0.018359,0,0,1033.318604,27.221315,-2.077095,-4.479614,0.003786,4.93774
450,0,0,0,0,0,0,0,0.018114,0,0,1024.755859,27.477533,-0.500664,-3.587928,0.002944,3.622692
465,0,0,0,0,0,0,0,0.017792,0,0,1018.470764,27.719797,0.027987,-2.884933,0.000747,2.885069
480,0,0,0,0,0,0,0,0.017417,0,0,1016.067078,27.975483,-0.660641,-2.480653,-0.000639,2.567116
495,0,0,0,0,0,0,0,0.018168,0,0,1000.732544,27.66493,-1.377845,-2.243495,-0.000658,2.632817
0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,15,0,0,0,0,0.000043,0,0.017254,0,0.000043,1261.545532,25.05443,-7.08989,-4.605834,-0.006744,8.454601
375,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,15,0,0,0,0,0,0,0.017718,0,0,1130.280273,25.959761,-5.696685,-4.662806,-0.00108,7.361656
405,15,0,0,0,0,0,0,0.016691,0,0,1086.240356,26.935627,-5.834116,-3.223051,-0.003295,6.665207
420,15,0,0,0,0,0,0,0.017613,0,0,1048.042358,27.844995,-6.632491,-3.599801,0.014456,7.546437
435,15,0,0,0,0,0,0,0.018448,0,0,1050.862915,27.324318,-1.120833,-5.317045,-0.000406,5.433897
450,15,0,0,0,0,0,0,0.018602,0,0,1026.211914,27.345665,-0.279634,-3.995335,0.009018,4.005119
465,15,0,0,0,0,0,0,0.018031,0,0,1032.375,27.459574,0.192666,-3.665421,0.001001,3.670482
480,15,0,0,0,0,0,0,0.017977,0,0,1020.540283,27.502567,0.223659,-2.698655,0.000232,2.707907
495,15,0,0,0,0,0,0,0.017516,0,0,994.761658,27.754633,1.143144,-2.159106,-0.004568,2.443059
0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,30,0,0,0,0,0.000007,0,0.01827,0,0.000007,1036.742798,26.535109,-5.715635,-4.86867,0.009063,7.508164
450,30,0,0,0,0,0,0,0.018418,0,0,1013.640503,27.520271,0.540141,-3.117082,0.000496,3.163535
465,30,0,0,0,0,0,0,0.01852,0,0,1050.924683,27.410662,-0.410142,-4.563365,0.001339,4.581759
480,30,0,0,0,0,0,0,0.018347,0,0,1000.516541,27.468056,1.779904,-3.127748,-0.000181,3.598732
495,30,0,0,0,0,0,0,0.017885,0,0,977.792786,27.845156,2.324036,-2.516854,0.002054,3.425741
0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,45,0,0,0,0,0.000001,0,0.018231,0,0.000001,999.165466,26.327307,-5.668441,0.235291,0.005867,5.673326
465,45,0,0,0,0,0,0,0.01857,0,0,1028.104492,27.617947,1.523611,-3.840333,-0.001229,4.131531
480,45,0,0,0,0,0.000003,0,0.018494,0,0.000003,1006.711792,28.002665,0.427707,-0.871689,0.037704,0.971698
495,45,0,0,0,0,0,0,0.018307,0,0,993.185669,27.888645,1.569346,-2.642776,0.003583,3.073618
0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,60,0,0,0,0,0,0,0.011819,0,0,1363.707031,24.91301,-3.089755,-9.835661,0.002511,10.30955
300,60,0,0,0,0,0,0,0.012723,0,0,1312.614868,25.421352,-3.625268,-10.000988,0.0011,10.637778
315,60,0,0,0,0,0,0,0.013651,0,0,1279.028931,25.090631,-4.534763,-8.688497,-0.001354,9.800717
330,60,0,0,0,0,0,0,0.015196,0,0,1245.773438,25.002689,-5.596229,-9.66753,-0.000237,11.170448
345,60,0,0,0,0,0.000002,0,0.016451,0,0.000002,1228.14624,25.204483,-6.441357,-9.739211,0.001736,11.676615
360,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,60,0,0,0,0,0.001024,0,0.016547,0,0.001024,1082.527832,23.909153,-0.561734,0.26712,-0.019998,0.622333
465,60,0,0,0,0,0.000001,0,0.019322,0,0.000001,909.192505,27.309639,4.532032,1.81265,-0.000125,4.881088
480,60,0,0,0,0,0,0,0.018379,0,0,1007.604553,27.726093,1.232861,-1.363196,-0.001832,1.838002
495,60,0,0,0,0,0,0,0.018275,0,0,994.519043,27.872234,1.222721,-2.920877,-0.002175,3.166476
0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,75,0,0,0,0,0,0,0.011872,0,0,1354.467896,24.74506,-3.228401,-10.856603,-0.000317,11.326447
285,75,0,0,0,0,0,0,0.012596,0,0,1307.48999,25.327572,-2.249667,-10.903436,0.000261,11.1331
300,75,0,0,0,0,0,0,0.01343,0,0,1286.443481,25.575274,-2.267258,-9.994554,0.001771,10.24849
315,75,0,0,0,0,0,0,0.014562,0,0,1221.144775,25.162094,-2.421575,-10.575248,-0.002285,10.848959
330,75,0,0,0,0,0,0,0.01574,0,0,1185.672241,25.088688,-3.304569,-11.206324,-0.00243,11.683401
345,75,0,0,0,0,0,0,0.015801,0,0,1150.087646,25.638344,-3.407659,-9.607999,-0.005581,10.194402
360,75,0,0,0,0,0.000009,0,0.016853,0,0.000009,1115.29541,25.683691,-4.168015,-8.820354,-0.016432,9.755576
375,75,0,0,0,0,0.000018,0,0.017031,0,0.000018,1091.635986,25.840187,-4.895298,-8.933013,-0.012826,10.186404
390,75,0,0,0,0,0,0,0.017297,0,0,1062.827759,26.762058,-4.280067,-7.736668,0.00912,8.841668
405,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,75,0,0,0,0,0,0,0.017978,0,0,991.545776,27.805813,-5.801847,-6.452942,-0.000973,8.677666
450,75,0,0,0,0,0.000266,0,0.017675,0,0.000266,986.304443,24.99497,-14.202112,-0.257765,-0.004858,14.204453
465,75,0,0,0,0,0,0,0.018047,0,0,931.352173,27.89673,-2.274354,0.470371,-0.000666,2.322485
480,75,0,0,0,0,0,0,0.018417,0,0,971.165588,27.745129,1.062132,-0.474389,-0.00013,1.163259
495,75,0,0,0,0,0,0,0.018036,0,0,989.8125,28.000948,0.80399,-3.184584,-0.001008,3.284505
0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,90,0,0,0,0,0,0,0.012082,0,0,1302.500366,24.281773,-1.321031,-11.365158,-0.004682,11.441676
270,90,0,0,0,0,0,0,0.013306,0,0,1259.535522,25.196518,-1.873908,-11.859108,0.003346,12.006248
285,90,0,0,0,0,0,0,0.013926,0,0,1207.206909,25.388214,-0.572837,-11.581567,0.005204,11.595726
300,90,0,0,0,0,0,0,0.014552,0,0,1165.123169,25.218452,-0.615878,-11.667287,-0.003411,11.683531
315,90,0,0,0,0,0,0,0.016051,0,0,1153.191284,25.058073,-1.130013,-11.8308,-0.002216,11.884645
330,90,0,0,0,0,0,0,0.01647,0,0,1132.576904,25.372326,-2.536178,-12.460991,-0.012519,12.716472
345,90,0,0,0,0,0,0,0.017241,0,0,1088.27124,25.449503,-0.579194,-10.475009,0.006945,10.491012
360,90,0,0,0,0,0,0,0.017298,0,0,1058.052368,25.897575,-2.229518,-9.416219,0.005616,9.676567
375,90,0,0,0,0,0,0,0.016926,0,0,1055.209106,26.092558,-1.427071,-8.910592,-0.008541,9.024149
390,90,0,0,0,0,0,0,0.016843,0,0,1054.115112,26.830687,-2.933027,-7.921178,-0.002662,8.446758
405,90,0,0,0,0,0,0,0.017544,0,0,1024.705566,27.096954,-3.010386,-6.281513,-0.000647,6.965617
420,90,0,0,0,0,0,0,0.017173,0,0,1010.810913,27.641869,-3.870759,-4.677418,0.001037,6.071327
435,90,0,0,0,0,0,0,0.017566,0,0,986.271179,27.764746,-4.824758,-5.983022,0.010522,7.686023
450,90,0,0,0,0,0.000125,0,0.017574,0,0.000125,1013.557068,25.789795,-3.086997,0.622288,-0.025102,3.149194
465,90,0,0,0,0,0,0,0.018025,0,0,911.207031,27.919312,-2.270411,0.885064,0.001898,2.436823
480,90,0,0,0,0,0.000002,0,0.019089,0,0.000002,966.056946,27.828625,-0.323809,-0.131159,0.009541,0.349494
495,90,0,0,0,0,0,0,0.018207,0,0,984.261475,28.062294,-0.070218,-2.875376,-0.002671,2.876234
0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,105,0,0,0,0,0,0,0.014325,0,0,1186.71936,25.04401,-2.935575,-14.240897,0.002179,14.540315
270,105,0,0,0,0,0.000001,0,0.015578,0,0.000001,1171.391846,25.580711,-2.601118,-13.375262,0.012305,13.625843
285,105,0,0,0,0,0,0,0.015545,0,0,1107.861816,25.489294,-1.201145,-13.758015,0.001582,13.810349
300,105,0,0,0,0,0,0,0.015804,0,0,1053.174683,25.353193,0.104642,-13.685188,0.002421,13.685589
315,105,0,0,0,0,0,0,0.016641,0,0,1041.415771,25.338387,-0.779277,-14.121994,-0.010812,14.143482
330,105,0,0,0,0,0,0,0.017294,0,0,1019.934875,25.474361,-0.805514,-13.155234,-0.005718,13.179873
345,105,0,0,0,0,0,0,0.017474,0,0,1044.596558,25.882643,-0.725631,-11.145029,0.010687,11.168632
360,105,0,0,0,0,0,0,0.017135,0,0,1040.76062,26.18539,-0.025096,-9.694181,0.001706,9.694214
375,105,0,0,0,0,0.000002,0,0.017431,0,0.000002,990.937561,26.344313,-1.796289,-8.725197,-0.005347,8.908184
390,105,0,0,0,0,0,0,0.016586,0,0,983.683716,26.999138,-1.742228,-7.584535,0.00726,7.782068
405,105,0,0,0,0,0,0,0.017215,0,0,1004.901123,27.356445,-1.576295,-6.564752,0.00384,6.751347
420,105,0,0,0,0,0,0,0.01756,0,0,1002.178345,27.507687,-2.09689,-5.647978,-0.002672,6.024667
435,105,0,0,0,0,0,0,0.017707,0,0,929.735352,27.805502,-3.910127,-5.841067,0.000875,7.029023
450,105,0,0,0,0,0.000002,0,0.01884,0,0.000002,942.908875,28.125126,-2.437201,-2.41537,0.024777,3.431411
465,105,0,0,0,0,0,0,0.018578,0,0,949.188416,27.922979,-0.147188,-0.872963,-0.000658,0.885285
480,105,0,0,0,0,0,0,0.017334,0,0,959.582764,28.198101,-0.776922,-0.093064,-0.001619,0.782478
495,105,0,0,0,0,0,0,0.017874,0,0,961.663757,28.255508,-0.706547,-1.693888,0.000357,1.835338
0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,120,0,0,0,0,0,0,0.012622,0,0,1280.707764,23.532972,-3.210583,-11.016553,-0.005885,11.474855
240,120,0,0,0,0,0,0,0.014673,0,0,1195.547241,24.535778,-5.033525,-15.31118,-0.002147,16.117338
255,120,0,0,0,0,0,0,0.015484,0,0,1114.933838,25.137709,-4.228281,-15.584858,-0.002077,16.148256
270,120,0,0,0,0,0,0,0.016167,0,0,1058.765259,25.331938,-3.175737,-15.671137,-0.003746,15.98968
285,120,0,0,0,0,0.000001,0,0.016783,0,0.000001,1017.778381,25.557293,-3.105736,-15.028566,0.003531,15.346121
300,120,0,0,0,0,0.000136,0,0.017078,0,0.000136,975.498169,25.465677,-0.328192,-15.418581,0.007377,15.422075
315,120,0,0,0,0,0,0,0.017037,0,0,955.681702,25.875202,1.491139,-13.380914,0.017793,13.463754
330,120,0,0,0,0,0,0,0.017442,0,0,931.340027,26.051798,0.249504,-13.801267,-0.00105,13.803522
345,120,0,0,0,0,0,0,0.017599,0,0,928.300232,26.347416,1.48262,-12.221123,0.000123,12.310727
360,120,0,0,0,0,0.000026,0,0.017854,0,0.000026,978.257446,26.473747,2.468632,-9.313362,0.058352,9.635158
375,120,0,0,0,0,0.000089,0,0.017707,0,0.000089,968.087891,26.698967,0.668433,-10.343399,0.022404,10.364999
390,120,0,0,0,0,0,0,0.016849,0,0,966.686462,27.047215,1.221737,-6.880002,0.001033,6.987637
405,120,0,0,0,0,0,0,0.016338,0,0,947.870483,27.418444,-0.380763,-6.553275,-0.009815,6.564335
420,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,120,0,0,0,0,0,0,0.017297,0,0,959.979858,27.921961,-1.447034,-6.590492,-0.009195,6.747487
450,120,0,0,0,0,0,0,0.017854,0,0,966.902527,28.580338,-2.114449,-4.896921,0.008072,5.333929
465,120,0,0,0,0,0.000084,0,0.018711,0,0.000084,950.556641,26.243172,-5.017235,-0.147996,-0.000042,5.019417
480,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,120,0,0,0,0,0,0,0.017733,0,0,947.874634,28.372406,0.887769,-1.112733,-0.006007,1.423498
0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,135,0,0,0,0,0,0,0.014385,0,0,1113.985596,23.290499,-2.68937,-14.622862,-0.000851,14.868114
240,135,0,0,0,0,0,0,0.015862,0,0,1010.667725,23.946163,-3.597361,-17.158741,-0.003446,17.531782
255,135,0,0,0,0,0,0,0.016622,0,0,938.682739,24.752041,-3.462017,-18.443302,-0.000238,18.765419
270,135,0,0,0,0,0.000062,0,0.017099,0,0.000062,902.613464,25.033127,-2.843028,-18.949936,-0.015075,19.162022
285,135,0,0,0,0,0,0,0.01697,0,0,855.967346,25.721823,-0.599326,-16.491817,0.006083,16.502705
